CLIENTNUM,概率,高精确
867,7.920471347861504e-06,False
98444,1.1924406287012438e-07,False
83040,6.20793430062748e-06,False
13925,2.4526459182891866e-05,False
79893,2.3124605164087235e-05,False
31184,2.722940012684353e-06,False
13800,4.362369988021897e-07,False
40989,3.998701461432851e-05,False
66734,2.035123593265455e-06,False
78331,2.849096238101087e-05,False
24379,4.1056717373554434e-05,False
23415,4.883051512055955e-07,False
97560,8.292591201434129e-07,False
22993,0.03302796513720291,False
3232,0.013657713969199521,False
41996,0.003524450892224339,False
49188,1.3494531982747095e-06,False
22515,1.2029552914370714e-06,False
21326,5.2048918372718136e-06,False
86234,1.561648592809865e-07,False
88127,6.998497808487091e-07,False
29824,3.7324819483449786e-07,False
92485,2.147662118674562e-07,False
68425,0.0011917949824902163,False
64484,2.0844099740538275e-06,False
51020,0.0001019878112621811,False
26754,2.183548181168657e-05,False
49964,1.0677350672941565e-06,False
42732,0.014750513228501197,False
29057,3.2899387327511623e-06,False
55318,4.439650908809864e-07,False
35497,6.51340265229166e-05,False
56338,0.0006739155240944408,False
79278,3.188314276255032e-06,False
5465,0.0018996778612447602,False
70156,2.1741705832324775e-05,False
70670,0.0003275128830581432,False
56014,2.216373696558884e-06,False
12086,3.247671013377607e-07,False
56819,1.758450805814279e-05,False
20001,1.5252893876605795e-05,False
69067,1.9340501035882137e-05,False
50453,1.043020077517669e-05,False
90710,7.384884244781799e-07,False
52885,3.7654041123039447e-06,False
30964,1.7039041706945437e-05,False
34574,3.122678120500419e-08,False
15295,3.412412742465268e-07,False
27919,1.0628786989332476e-06,False
46121,0.8504223280611162,True
35074,3.0799651958729774e-07,False
10551,4.1745978352329673e-07,False
91128,5.303192429424855e-06,False
691,7.719259492757502e-06,False
77730,4.070338717165774e-06,False
36097,1.3741731033257774e-05,False
65352,2.4673945092051655e-05,False
11041,0.07705548105007216,False
4222,4.868503325607534e-07,False
822,0.00036338194735890717,False
38129,5.054819523163663e-06,False
89152,0.0002538843944008539,False
29232,6.6865674026965116e-06,False
50557,0.0005325540054679539,False
33685,4.549751971342675e-06,False
58754,3.80483165010707e-07,False
27023,2.6999675125044926e-05,False
36906,8.161846691348762e-08,False
271,3.1651626766120045e-06,False
8867,1.5837015909586828e-07,False
15007,0.00042818707765519733,False
4689,0.00029628839616700444,False
81996,1.020733916025438e-06,False
84373,8.908676651694976e-05,False
2515,7.768188306155228e-07,False
36400,1.0082961928405478e-05,False
38869,3.4631004325753454e-05,False
58245,1.025176762674388e-06,False
30410,2.6777405941171416e-07,False
54795,8.428024297561738e-06,False
19264,1.8585686321646673e-07,False
83910,0.0002441526880874579,False
26974,0.39461931239461084,False
7130,5.372478698808201e-07,False
7145,5.614879172379641e-07,False
45466,1.027341622632795e-05,False
1967,0.006159602044564547,False
15153,0.0006818999821063335,False
19114,8.522344395676822e-06,False
76207,1.7718737365198512e-06,False
32142,0.0030303935335756304,False
21935,1.594895331247154e-05,False
40360,3.59625946742487e-05,False
53842,2.7459805549260913e-07,False
9163,4.935515044644971e-06,False
87844,1.6947340331451513e-05,False
37630,2.412584146521068e-06,False
83305,3.0935398906887036e-06,False
66270,1.815683662754999e-05,False
34654,2.5246738284391875e-06,False
41963,1.4912574427318605e-05,False
39591,9.813978220306959e-06,False
81036,2.2078018579498684e-06,False
10981,1.897297704825217e-06,False
56300,2.97857249090888e-05,False
61549,0.14030560344873508,False
88401,8.899517702229103e-05,False
44324,3.318899195683619e-06,False
55208,1.5725540010182e-05,False
53528,7.91729984296433e-07,False
26971,3.0434270029318344e-05,False
73218,1.5816050618390394e-06,False
65891,1.1760141003979928e-05,False
42222,1.2057905269439465e-06,False
97866,3.3483708789940295e-07,False
12251,1.3051302052815713e-06,False
69437,5.625170846002515e-06,False
38433,7.66532863090559e-07,False
40890,6.819005397895817e-07,False
30999,2.61459811030852e-06,False
56146,1.1766530772945862e-05,False
95414,2.6171614434799624e-06,False
22156,4.0012158863723795e-06,False
17614,0.00012113731978102119,False
56444,1.2855825008585294e-06,False
98400,1.2995612973874734e-05,False
24053,9.06572945514473e-07,False
50243,5.57642667737685e-07,False
58999,7.549354685196481e-05,False
31345,8.898089360977127e-05,False
61242,0.007629394757546477,False
92530,1.374174645528115e-06,False
80829,4.451059669563214e-06,False
51726,5.613704773269788e-07,False
33880,7.628452178210194e-07,False
83007,2.2332072876474916e-07,False
73909,2.3696789595782846e-05,False
67247,0.0013225017697295084,False
88808,6.383822341409901e-05,False
13122,2.0681396365486135e-05,False
8258,4.6689365950321386e-07,False
93381,2.58767968437188e-07,False
13915,2.6813312474106263e-06,False
30903,5.697581989360522e-06,False
72859,0.0009870868472410235,False
20293,1.669846654782267e-06,False
58171,4.224171875731743e-07,False
20950,2.0325153744642627e-06,False
36695,2.2970334184459457e-07,False
8526,1.1388687243308472e-05,False
78272,6.242953875326267e-05,False
77403,7.033948376346792e-07,False
77652,6.969311634606522e-08,False
99837,0.952877412261263,True
92272,0.009780682615858696,False
29776,1.349439304766302e-05,False
34808,1.6265700505818663e-05,False
16886,2.10311002711449e-06,False
49984,2.021875982845103e-07,False
62615,3.5600138104810365e-06,False
14229,5.1330372546978896e-06,False
52177,6.713084952902531e-07,False
8029,3.9320096791042777e-07,False
28922,5.401952774933625e-07,False
69420,2.3131383916474936e-07,False
70812,3.0476776612147336e-07,False
34364,2.298667643853478e-06,False
43204,1.3298238971449878e-06,False
36795,4.917728757441969e-07,False
97027,1.2560791508392503e-06,False
63343,0.00010350757815978926,False
36956,4.633525161871371e-06,False
69229,2.2374036736507373e-06,False
9424,1.890889548474191e-05,False
86001,0.0004151201649198573,False
16959,1.5927135151801394e-06,False
21615,9.761899433018338e-06,False
61462,4.385080682619932e-06,False
61774,0.00015213577799850608,False
86802,6.148096178840543e-05,False
67503,3.5983357971594142e-06,False
79371,5.371737697264826e-06,False
34497,4.6231308187356924e-07,False
43009,8.160622758898309e-07,False
91598,3.7071465941933915e-06,False
75439,0.00020288981952155686,False
29720,6.124023052836541e-07,False
38607,2.930879032293506e-06,False
77127,1.49029894442038e-06,False
97088,3.3069249244349374e-05,False
24627,0.016924910742868483,False
61815,0.00011925626104510995,False
69756,7.525543300718481e-06,False
11931,1.2930058655499159e-07,False
16161,6.02898355888581e-07,False
47440,3.833538281055199e-06,False
34606,6.60882624857769e-07,False
14107,3.4597646540867984e-05,False
90651,2.150912232235585e-06,False
98435,2.5634005932510176e-06,False
17503,2.1880599075004773e-07,False
63486,3.952457680059596e-05,False
33076,4.979351328747851e-06,False
79809,4.184891983900233e-06,False
90791,2.991415844577193e-06,False
93365,1.5310884026732545e-05,False
18293,1.301929560234458e-06,False
43850,6.502584021534831e-07,False
35068,1.276554434739911e-06,False
61393,0.769002514464138,True
27382,1.1525236455712479e-07,False
85414,1.078995758277165e-06,False
13798,4.9434574615743704e-06,False
1729,0.9705323174324677,True
66101,9.409097175854376e-07,False
7678,5.019904145208798e-06,False
73315,0.007580238710252252,False
69696,1.3493512352218048e-05,False
5439,1.0748629224610649e-06,False
73381,6.0697512425691904e-05,False
34591,1.67511103595181e-05,False
8453,2.694273341630339e-07,False
6235,9.699277630935446e-06,False
56580,1.0072683804292601e-06,False
44069,8.828067822564332e-08,False
73662,8.722503838304513e-05,False
18242,6.338554262972274e-07,False
72560,1.3164057196811499e-05,False
11373,3.257667553918573e-05,False
53068,1.3186905952894776e-06,False
54397,8.3385961042501e-06,False
60744,3.843106105118506e-05,False
4233,3.0298045958847233e-07,False
66150,8.357184015784106e-05,False
227,1.6600849809131563e-06,False
38051,0.03801712067710565,False
75831,0.0018166003505193126,False
11713,1.1764184480076507e-06,False
89799,6.240474350784418e-06,False
84722,1.5326403152291622e-05,False
11651,4.103010698116154e-06,False
63793,3.149557720969211e-07,False
18332,0.0003147755337785331,False
59465,1.2270511914682692e-06,False
31839,6.047888610023389e-08,False
35888,6.157714752111372e-07,False
70558,0.0012630538745173948,False
68842,4.576837209837698e-06,False
44300,5.4307486827811665e-05,False
39432,1.817989463953817e-05,False
71758,1.0937298900746367e-06,False
51267,6.078897810263284e-07,False
49809,1.6336952473409663e-06,False
86689,1.4616020046558892e-05,False
61005,2.2187235155107366e-06,False
60771,2.8753031723329507e-06,False
88,8.46910461034319e-06,False
77204,6.327571037980057e-07,False
51988,2.7091666061338833e-07,False
82150,8.00655497686589e-06,False
43734,0.9954343908789869,True
95182,1.2467896062608633e-06,False
88477,1.6972140749161096e-06,False
62006,4.1909472886106715e-07,False
30884,3.08297338018579e-07,False
50767,8.175984906159944e-06,False
74956,3.291820028845878e-05,False
12751,4.070961980110837e-06,False
36507,2.3076995464523696e-06,False
9938,3.725158471395931e-06,False
18374,2.2736406192583656e-06,False
92221,0.000895595189306877,False
90730,1.3199575732439847e-06,False
12397,2.6265950006155944e-06,False
94922,3.4711738081566894e-06,False
33802,1.5074399077312175e-06,False
1231,0.00042162368010065693,False
20335,3.473249819756676e-06,False
78044,4.4490984041623885e-07,False
40351,9.354805414934034e-06,False
50863,5.176417036461095e-08,False
65410,1.8470201777961899e-06,False
98466,2.3816254444856194e-06,False
83943,4.2118093656442465e-06,False
35641,2.5299128265676703e-06,False
76610,4.5824048515689826e-07,False
1046,0.0008409915479044815,False
97796,1.7422004728562604e-06,False
5938,2.4242965018802303e-07,False
57688,1.6829921473463423e-06,False
7896,4.4930890880631147e-07,False
87485,0.002706279307836776,False
17571,1.7036639213969713e-06,False
53065,2.4794253840182884e-06,False
11142,1.415462638731303e-06,False
96937,5.331096680274945e-06,False
50491,1.5587796711298328e-06,False
33223,4.273733143810445e-06,False
82507,4.531120517048084e-07,False
36297,2.6655391340236166e-06,False
67925,2.480006924288321e-06,False
94405,2.531600523631521e-05,False
84993,1.7808643530230928e-07,False
62123,1.4906259107172363e-06,False
65744,1.8665254418125817e-06,False
40247,1.4668300953814919e-06,False
16362,5.243542683262394e-06,False
55939,1.0959875707422998e-05,False
28675,1.997008104874357e-07,False
23958,1.2144344795997044e-06,False
7859,3.5719431855046874e-07,False
94213,0.055423620096233424,False
63352,0.0003254090272512227,False
50199,7.134898075881773e-06,False
55239,1.5391185994730863e-07,False
98341,1.8013422640150398e-05,False
13706,3.159468745658915e-05,False
13580,1.2027322763358345e-05,False
34571,3.9838405146017646e-07,False
93622,0.0007612441200841261,False
2105,9.205102020163367e-08,False
74361,1.8948258144949513e-06,False
85889,0.00033926204177081397,False
99907,0.01461286974185734,False
56430,0.00011275415038114131,False
86503,3.6015670290867055e-07,False
12470,1.0289495045144483e-05,False
14779,4.196287395831038e-05,False
27544,8.499923848033012e-07,False
97977,1.331453506902466e-06,False
46123,1.801495813970095e-07,False
49369,1.054376419883352e-06,False
1333,8.103866804731879e-05,False
2361,5.208741205371499e-06,False
82418,3.2159117879887637e-07,False
45149,1.0105504897966173e-05,False
7842,4.7656436316452775e-06,False
86291,6.6137899840364675e-06,False
36035,1.0407421017961785e-07,False
18146,0.00013382837216221455,False
70746,6.452860329932849e-07,False
78804,1.3094926455983947e-06,False
94236,1.6711761888875346e-05,False
52491,8.686555177080054e-07,False
88895,9.487871994058756e-08,False
59269,4.318499948933158e-06,False
19663,4.7781286983800024e-06,False
49826,0.011393631622579066,False
1323,0.009402795555616976,False
37624,4.000491867908994e-07,False
20087,5.7532526456732714e-06,False
88366,1.5372546000159773e-07,False
92896,1.3076421554790743e-06,False
69588,3.6273976572769316e-06,False
26587,5.2707831436549224e-06,False
39879,0.8564363365019074,True
75299,4.8571076055290646e-05,False
53979,1.563270936863361e-07,False
49674,3.6932395015086034e-07,False
75962,2.752415705881478e-07,False
25356,3.2173517369090353e-07,False
27734,1.2028962884446667e-06,False
18006,3.4375638888902283e-07,False
22673,9.539991301462366e-08,False
50381,8.459113354248466e-07,False
59039,2.07074498410753e-06,False
43445,5.16627815140296e-05,False
2281,2.099105152479009e-06,False
77965,6.899078325410629e-07,False
96126,6.093286189233824e-07,False
77648,1.3336599458881044e-06,False
31432,3.5144526895368316e-07,False
31923,5.568296282036524e-07,False
15809,0.2301229938649073,False
85542,3.279174504444338e-06,False
15496,4.060636743729226e-06,False
77432,9.74669804933106e-07,False
57937,2.2426157409257275e-05,False
18950,2.6162147382819112e-05,False
22584,0.00010301574989461436,False
6749,5.19417326308335e-07,False
80574,6.59708202752118e-06,False
53071,5.891566347963318e-06,False
1403,9.560813673987077e-08,False
37782,9.311060847157693e-06,False
64680,9.537610772139138e-05,False
79961,1.5658884974361218e-06,False
23788,1.556978668509105e-06,False
30419,1.863285499879191e-07,False
59035,1.4944374697092784e-06,False
20331,0.00025345342642282874,False
95653,1.2068178978919446e-06,False
884,4.400416473549197e-05,False
41516,4.79939753191992e-06,False
14039,0.0009372299416396466,False
44970,5.626295752504514e-06,False
32866,1.970659272842759e-06,False
79369,8.581241125148082e-06,False
3254,3.605834205551272e-07,False
2938,4.67271869367992e-07,False
36839,3.6622462347453464e-07,False
25040,8.471186851248647e-06,False
23395,4.200572893796658e-07,False
81993,8.304098189979782e-07,False
56294,8.746093534302345e-07,False
1319,3.5111667106933148e-06,False
95285,1.8895482521458202e-05,False
32593,1.4400360015295214e-06,False
86254,5.343484949425206e-07,False
79995,7.345243232450131e-06,False
63781,0.000120303758095833,False
37109,1.4714027614888568e-06,False
1350,1.9661079140354515e-06,False
4791,2.9856504889363755e-06,False
96595,5.513392987653598e-05,False
87445,1.6549444938532455e-06,False
87608,8.682638756298202e-07,False
84334,0.0007431879981309142,False
58135,2.4413349961398296e-06,False
18635,0.9311167014192419,True
3394,1.0347142966539548e-05,False
72229,1.4402508167272287e-05,False
37588,5.001074478357676e-05,False
11447,5.481938406809064e-07,False
92169,0.0003058092223231514,False
33055,1.493930870973721e-07,False
93269,7.292638301722407e-05,False
59809,3.5995563150122564e-07,False
61578,1.0134964340410401e-07,False
49661,1.5293455708475604e-07,False
11061,2.7834914503159507e-06,False
1551,3.144718265123702e-05,False
80751,1.254819603055562e-05,False
4511,1.689656377894561e-06,False
26439,5.9407407103569804e-05,False
86709,9.884890101885588e-05,False
83004,8.090009276203854e-05,False
80167,2.0894085742029247e-05,False
48079,5.9118116869069766e-05,False
16302,1.2031042983534789e-05,False
17495,3.417467168823079e-05,False
85699,1.6891524624721357e-07,False
61706,0.000885108284687244,False
49149,5.456531026022754e-07,False
70173,8.40002044741937e-08,False
96223,1.936489898770574e-05,False
52413,3.960301466526611e-06,False
97494,0.022213950429410163,False
9094,2.344712365053019e-08,False
6268,2.3640575129674148e-07,False
81824,2.4122428459964364e-05,False
40204,2.816288952315945e-06,False
69326,4.236059871229231e-07,False
57863,1.5463295949399763e-05,False
52992,3.2234933856907378e-06,False
89246,0.00021514326960477947,False
26874,0.0002693119470475452,False
62597,6.709762375492613e-07,False
47746,2.6068038257533986e-07,False
40991,2.053651494318293e-05,False
13929,2.02482455140004e-05,False
94954,3.298280673376856e-05,False
18743,0.000211897483144479,False
1058,5.91916973216074e-05,False
4338,1.5075597146870426e-06,False
34171,1.8977685217439748e-06,False
96506,1.1851278437392118e-05,False
2030,1.8246981208996403e-06,False
1431,1.0692025057200229e-07,False
35084,1.5851644955674663e-05,False
33932,0.041301469112305964,False
55376,1.2397458317127027e-06,False
22825,4.574957458492591e-07,False
73647,6.149052783813472e-08,False
25270,2.4630492997778127e-06,False
64035,6.190043635088675e-06,False
14806,8.67323215690214e-06,False
60298,0.009262295490161396,False
50079,0.00012732131661252568,False
31592,8.486490190121266e-07,False
586,0.00017448421528758824,False
36905,1.532556127085644e-08,False
21333,4.061336293946293e-06,False
39457,0.00027323087978494976,False
12534,0.00014070233185111002,False
40816,7.177291941575088e-06,False
68317,7.5573066177458e-06,False
42918,4.182723760453569e-06,False
5216,1.677529430905354e-05,False
83013,4.739745362256235e-06,False
40200,4.819611396145736e-05,False
64274,7.107522505919423e-06,False
88544,3.4167124559916594e-06,False
834,8.23688939734939e-06,False
41273,1.3485236981492342e-06,False
79343,2.637592423321767e-07,False
35016,0.005612029494841788,False
66703,1.0387902048617761e-06,False
65644,2.4183197314016655e-06,False
18486,1.3296607706902434e-05,False
33334,5.485223788563373e-07,False
13552,2.913324867598434e-05,False
95261,2.0945176427349567e-05,False
17673,8.846422620791848e-07,False
23146,0.0001583416661025493,False
61130,8.515525972453375e-06,False
69841,3.5269847063718414e-05,False
96987,9.656602338297371e-08,False
35754,3.1704038803341624e-06,False
33460,3.1214637928986893e-06,False
14269,0.0063483562607403714,False
22187,8.58648680314672e-07,False
15023,2.0868499220477895e-05,False
11969,2.0641316902191444e-05,False
28566,7.298521153391826e-06,False
25842,1.1606666813147615e-05,False
279,4.640486653207107e-06,False
76183,2.318132221703116e-05,False
6149,1.3360413305810947e-07,False
61297,0.00019499953026813147,False
77960,1.36330563704757e-06,False
14150,0.0005770129513450458,False
47140,4.4127614310112385e-07,False
29518,4.389035557389096e-05,False
10050,0.0012240581348981231,False
53346,1.150645286080117e-05,False
75310,1.0699591225973273e-06,False
20613,1.0245228606199561e-06,False
34287,9.454471444136328e-08,False
59397,3.4791191106896114e-06,False
38721,1.7738806310083452e-06,False
31121,0.00010008804757914648,False
46500,3.9364237363055475e-06,False
31419,2.2928275478512867e-06,False
1573,1.6485547830884357e-05,False
78057,2.3161776955671085e-06,False
53084,1.4073646511756815e-06,False
27806,1.2983532492967815e-07,False
96811,8.393652237303375e-07,False
97650,2.5010240890155645e-06,False
15843,1.6024613966740246e-06,False
52853,1.7595222995215504e-05,False
50138,0.0005125999053074121,False
27538,0.031191060186476827,False
11856,1.449554789472664e-06,False
41094,2.425707252950785e-05,False
40942,8.156490326575738e-06,False
78213,0.00013503336522680928,False
70852,1.2103354381518257e-06,False
85907,3.996548293930766e-05,False
70227,3.0318865542585433e-07,False
17248,1.319843484065381e-06,False
91331,5.8028707145388775e-06,False
74412,1.639941406711387e-07,False
13736,1.0711208276670961e-05,False
75534,1.3472141402112288e-07,False
19779,1.965415205275474e-06,False
8094,1.1139267789323065e-06,False
92534,6.683483548181649e-05,False
82193,6.694713128208595e-06,False
67484,4.997973211467402e-06,False
46678,4.435516715848271e-05,False
74258,0.0002822357183538595,False
54569,1.819634871444214e-06,False
61461,4.0044393179837305e-07,False
31022,7.681567009353713e-07,False
2130,5.283672435204988e-06,False
95185,1.4837201582569379e-06,False
11864,3.1299296493951826e-05,False
55043,2.3465732564620713e-05,False
14425,1.5544628932197643e-07,False
52151,5.0395625039450056e-05,False
9162,2.8034461599349655e-05,False
42666,3.7226009767862443e-07,False
7316,2.8872728678225344e-06,False
2181,2.2234198595984943e-06,False
67359,7.2016275890205836e-06,False
9601,1.8723318507902636e-05,False
35737,1.5182378633396763e-05,False
30465,7.345326098924594e-07,False
10572,5.283481522447527e-05,False
85767,6.910824308036667e-07,False
6176,1.5863163431378646e-07,False
31197,3.0458598898431624e-06,False
77458,4.821610982546231e-07,False
1222,8.448406682159571e-06,False
74449,2.8819810529074386e-07,False
37038,2.2076060085969063e-06,False
16291,7.062415874624283e-06,False
25453,2.236476132711607e-05,False
33563,4.712362251089993e-05,False
656,6.4020820583405835e-06,False
43384,2.959087317349764e-06,False
64833,3.6006401248930605e-06,False
37692,3.8747255405582e-07,False
50195,5.622290232929268e-07,False
64798,9.664796744443282e-07,False
34273,4.867893179498403e-07,False
4051,1.3128620472546603e-06,False
87072,5.1571202624709334e-05,False
81773,2.905332937761763e-05,False
70997,4.4946025964511315e-07,False
4368,1.8901046019159295e-06,False
56346,6.286133559790367e-05,False
45918,2.138823274622364e-07,False
46369,9.337602496247003e-07,False
90890,6.469664502583467e-05,False
5074,4.3034540129667516e-05,False
35991,0.00019148035644031385,False
10502,0.030459673202785434,False
55930,5.430906861989233e-05,False
11015,1.2793393923159663e-05,False
80128,9.017346369856846e-07,False
40039,6.19590766491386e-07,False
69576,7.60524313955649e-08,False
8787,6.9013304594898535e-06,False
60719,6.255056655045255e-07,False
55432,0.0001345087896128317,False
95341,5.518774258452033e-06,False
19213,1.8068943243481828e-06,False
94482,7.913541575131695e-07,False
41047,0.00012104846315672273,False
3790,7.752019706927352e-06,False
90092,1.640010512986618e-06,False
58117,4.6983903249828327e-05,False
22507,0.0022104630592256766,False
17920,0.00041068345349461297,False
96635,6.980382089775688e-07,False
8570,9.353850836927462e-07,False
88174,8.868969609435238e-08,False
45795,6.956876399996869e-07,False
73839,2.8987436096612914e-07,False
15461,4.701749168265594e-06,False
8312,8.213675688277286e-06,False
64112,8.142424681000145e-06,False
9661,5.713152941535666e-07,False
857,1.1741151111412417e-05,False
57420,8.986177881526264e-08,False
40012,3.0176249378317472e-06,False
21178,7.946346707117373e-07,False
85575,1.4515625675834465e-06,False
22154,9.445734640691461e-07,False
66030,1.0721479092570882e-06,False
11469,2.4497254382420564e-05,False
65982,1.7331037816533853e-07,False
37238,7.797569223891272e-06,False
72376,1.9337558765424172e-07,False
83143,1.7756052524801404e-06,False
20283,6.78960351316237e-06,False
12388,5.261901269950906e-06,False
29870,1.5898936031600525e-05,False
78789,2.7279458189100658e-05,False
69418,9.849710378010032e-06,False
10900,0.012037176203236353,False
22740,1.7465113963803296e-07,False
1415,8.514058390766857e-07,False
30953,8.240830681191231e-06,False
56835,2.8626391657273186e-05,False
38936,1.6022755053542758e-07,False
32201,1.3064241813952961e-06,False
68845,7.559861062117464e-07,False
45692,4.969418269178611e-07,False
72020,1.9638700984510075e-06,False
80648,1.458667194831961e-05,False
20428,4.035816599700977e-06,False
11896,6.3176069910905156e-06,False
4625,1.9242722826663214e-06,False
29506,5.108375580713448e-07,False
12561,2.7593822900209235e-06,False
38943,0.00015703484430121983,False
69606,1.780877910489647e-05,False
574,6.377953732662142e-05,False
84866,4.134907358792219e-07,False
51744,4.98963533988703e-05,False
74337,3.2940333244447146e-05,False
86885,5.540902730041892e-07,False
36239,4.229797162169554e-05,False
50283,3.363383460081588e-05,False
7749,6.38097494236505e-06,False
45120,1.4938936832641216e-05,False
99912,0.9995848790182842,True
73382,8.015149779266771e-07,False
60894,2.5720601895938585e-07,False
76179,0.00044093571531023747,False
79844,1.3326923309375675e-07,False
86324,3.834117293811064e-06,False
98518,0.0007895963764255066,False
76930,5.7937666624728765e-08,False
17962,1.4063947373719828e-06,False
64846,6.439116505508468e-07,False
28287,1.0354808227169815e-05,False
16731,0.0009144963865278104,False
67703,4.284627449007143e-06,False
81582,1.0490443231255202e-05,False
2743,6.42320251864362e-06,False
91840,3.699859077521143e-05,False
51277,1.7235690040888376e-06,False
10818,2.2602290984402665e-05,False
13414,8.456789380470521e-07,False
4646,3.944227991213647e-08,False
24831,0.03345653555259124,False
51478,3.124498653131999e-05,False
60477,7.255724214119192e-06,False
9888,2.00209019373224e-06,False
77007,1.5666971360862004e-06,False
80596,4.301295504143885e-06,False
72762,0.9860462540096477,True
97107,7.238216429503686e-07,False
53570,1.0788361773133884e-06,False
15627,9.538313998723416e-06,False
98423,5.8920491573381425e-05,False
